date,source,SSH (m)
07/2006,barystatic,0.402669
07/2006,steric,0.399324
07/2006,total,0.710461
07/2006,barystatic,0.328090
07/2006,steric,0.382371
08/2006,total,0.803968
08/2006,barystatic,0.394183
08/2006,steric,0.409785
08/2006,total,0.710758
08/2006,barystatic,0.328422
08/2006,steric,0.382336
09/2006,total,0.702334
09/2006,barystatic,0.275361
09/2006,steric,0.426972
09/2006,total,0.711056
09/2006,barystatic,0.328754
09/2006,steric,0.382302
10/2006,total,0.687498
10/2006,barystatic,0.258267
10/2006,steric,0.429231
10/2006,total,0.711354
10/2006,barystatic,0.329087
10/2006,steric,0.382267
11/2006,total,0.620738
11/2006,barystatic,0.222641
11/2006,steric,0.398097
11/2006,total,0.711651
11/2006,barystatic,0.329419
11/2006,steric,0.382232
12/2006,total,0.564730
12/2006,barystatic,0.209354
12/2006,steric,0.355377
12/2006,total,0.711949
12/2006,barystatic,0.329752
12/2006,steric,0.382197
01/2007,total,0.508368
01/2007,barystatic,0.186700
01/2007,steric,0.321668
01/2007,total,0.712247
01/2007,barystatic,0.330084
01/2007,steric,0.382163
02/2007,total,0.505458
02/2007,barystatic,0.190723
02/2007,steric,0.314735
02/2007,total,0.712544
02/2007,barystatic,0.330417
02/2007,steric,0.382128
03/2007,total,0.470791
03/2007,barystatic,0.153794
03/2007,steric,0.316997
03/2007,total,0.712842
03/2007,barystatic,0.330749
03/2007,steric,0.382093
04/2007,total,0.617816
04/2007,barystatic,0.282897
04/2007,steric,0.334920
04/2007,total,0.713140
04/2007,barystatic,0.331081
04/2007,steric,0.382058
05/2007,total,0.759010
05/2007,barystatic,0.405191
05/2007,steric,0.353819
05/2007,total,0.713437
05/2007,barystatic,0.331414
05/2007,steric,0.382024
06/2007,total,0.765379
06/2007,barystatic,0.389143
06/2007,steric,0.376236
06/2007,total,0.713735
06/2007,barystatic,0.331746
06/2007,steric,0.381989
07/2007,total,0.800507
07/2007,barystatic,0.400830
07/2007,steric,0.399677
07/2007,total,0.714033
07/2007,barystatic,0.332079
07/2007,steric,0.381954
08/2007,total,0.809444
08/2007,barystatic,0.392726
08/2007,steric,0.416718
08/2007,total,0.714330
08/2007,barystatic,0.332411
08/2007,steric,0.381919
09/2007,total,0.786393
09/2007,barystatic,0.354096
09/2007,steric,0.432297
09/2007,total,0.714628
09/2007,barystatic,0.332743
09/2007,steric,0.381885
10/2007,total,0.741271
10/2007,barystatic,0.310484
10/2007,steric,0.430787
10/2007,total,0.714926
10/2007,barystatic,0.333076
10/2007,steric,0.381850
11/2007,total,0.819482
11/2007,barystatic,0.407199
11/2007,steric,0.412283
11/2007,total,0.715223
11/2007,barystatic,0.333408
11/2007,steric,0.381815
12/2007,total,0.691520
12/2007,barystatic,0.316174
12/2007,steric,0.375346
12/2007,total,0.715521
12/2007,barystatic,0.333741
12/2007,steric,0.381780
01/2008,total,0.654659
01/2008,barystatic,0.316933
01/2008,steric,0.337726
01/2008,total,0.715819
01/2008,barystatic,0.334073
01/2008,steric,0.381746
02/2008,total,0.578503
02/2008,barystatic,0.259508
02/2008,steric,0.318995
02/2008,total,0.716116
02/2008,barystatic,0.334405
02/2008,steric,0.381711
03/2008,total,0.650024
03/2008,barystatic,0.321348
03/2008,steric,0.328676
03/2008,total,0.716414
03/2008,barystatic,0.334738
03/2008,steric,0.381676
04/2008,total,0.709247
04/2008,barystatic,0.365777
04/2008,steric,0.343470
04/2008,total,0.716712
04/2008,barystatic,0.335070
04/2008,steric,0.381641
05/2008,total,0.773370
05/2008,barystatic,0.409154
05/2008,steric,0.364216
05/2008,total,0.717009
05/2008,barystatic,0.335403
05/2008,steric,0.381607
06/2008,total,0.745722
06/2008,barystatic,0.363099
06/2008,steric,0.382623
06/2008,total,0.717307
06/2008,barystatic,0.335735
06/2008,steric,0.381572
07/2008,total,0.770899
07/2008,barystatic,0.365256
07/2008,steric,0.405643
07/2008,total,0.717605
07/2008,barystatic,0.336067
07/2008,steric,0.381537
08/2008,total,0.836919
08/2008,barystatic,0.406977
08/2008,steric,0.429942
08/2008,total,0.717902
08/2008,barystatic,0.336400
08/2008,steric,0.381502
09/2008,total,0.776101
09/2008,barystatic,0.332395
09/2008,steric,0.443707
09/2008,total,0.718200
09/2008,barystatic,0.336732
09/2008,steric,0.381468
10/2008,total,0.744037
10/2008,barystatic,0.317026
10/2008,steric,0.427011
10/2008,total,0.718498
10/2008,barystatic,0.337065
10/2008,steric,0.381433
11/2008,total,0.775149
11/2008,barystatic,0.375862
11/2008,steric,0.399287
11/2008,total,0.718795
11/2008,barystatic,0.337397
11/2008,steric,0.381398
12/2008,total,0.760812
12/2008,barystatic,0.388370
12/2008,steric,0.372442
12/2008,total,0.719093
12/2008,barystatic,0.337730
12/2008,steric,0.381363
01/2009,total,0.640640
01/2009,barystatic,0.304095
01/2009,steric,0.336545
01/2009,total,0.719391
01/2009,barystatic,0.338062
01/2009,steric,0.381329
02/2009,total,0.529736
02/2009,barystatic,0.202621
02/2009,steric,0.327115
02/2009,total,0.719688
02/2009,barystatic,0.338394
02/2009,steric,0.381294
03/2009,total,0.619205
03/2009,barystatic,0.278793
03/2009,steric,0.340412
03/2009,total,0.719986
03/2009,barystatic,0.338727
03/2009,steric,0.381259
04/2009,total,0.686023
04/2009,barystatic,0.329633
04/2009,steric,0.356390
04/2009,total,0.720284
04/2009,barystatic,0.339059
04/2009,steric,0.381225
05/2009,total,0.778700
05/2009,barystatic,0.406280
05/2009,steric,0.372419
05/2009,total,0.720581
05/2009,barystatic,0.339392
05/2009,steric,0.381190
06/2009,total,0.810913
06/2009,barystatic,0.423753
06/2009,steric,0.387160
06/2009,total,0.720879
06/2009,barystatic,0.339724
06/2009,steric,0.381155
07/2009,total,0.832736
07/2009,barystatic,0.428950
07/2009,steric,0.403787
07/2009,total,0.721177
07/2009,barystatic,0.340056
07/2009,steric,0.381120
08/2009,total,0.763961
08/2009,barystatic,0.346313
08/2009,steric,0.417648
08/2009,total,0.721474
08/2009,barystatic,0.340389
08/2009,steric,0.381086
09/2009,total,0.793038
09/2009,barystatic,0.360341
09/2009,steric,0.432697
09/2009,total,0.721772
09/2009,barystatic,0.340721
09/2009,steric,0.381051
10/2009,total,0.753394
10/2009,barystatic,0.324934
10/2009,steric,0.428460
10/2009,total,0.722070
10/2009,barystatic,0.341054
10/2009,steric,0.381016
11/2009,total,0.710400
11/2009,barystatic,0.315688
11/2009,steric,0.394712
11/2009,total,0.722367
11/2009,barystatic,0.341386
11/2009,steric,0.380981
12/2009,total,0.694492
12/2009,barystatic,0.338811
12/2009,steric,0.355681
12/2009,total,0.722665
12/2009,barystatic,0.341718
12/2009,steric,0.380947
01/2010,total,0.594433
01/2010,barystatic,0.283059
01/2010,steric,0.311374
01/2010,total,0.722963
01/2010,barystatic,0.342051
01/2010,steric,0.380912
02/2010,total,0.518296
02/2010,barystatic,0.217865
02/2010,steric,0.300430
02/2010,total,0.723260
02/2010,barystatic,0.342383
02/2010,steric,0.380877
03/2010,total,0.545140
03/2010,barystatic,0.217822
03/2010,steric,0.327318
03/2010,total,0.723558
03/2010,barystatic,0.342716
03/2010,steric,0.380842
04/2010,total,0.672995
04/2010,barystatic,0.320821
04/2010,steric,0.352174
04/2010,total,0.723856
04/2010,barystatic,0.343048
04/2010,steric,0.380808
05/2010,total,0.756458
05/2010,barystatic,0.386079
05/2010,steric,0.370379
05/2010,total,0.724153
05/2010,barystatic,0.343380
05/2010,steric,0.380773
06/2010,total,0.802445
06/2010,barystatic,0.416547
06/2010,steric,0.385898
06/2010,total,0.724451
06/2010,barystatic,0.343713
06/2010,steric,0.380738
07/2010,total,0.819068
07/2010,barystatic,0.411963
07/2010,steric,0.407105
07/2010,total,0.724749
07/2010,barystatic,0.344045
07/2010,steric,0.380703
08/2010,total,0.870156
08/2010,barystatic,0.448087
08/2010,steric,0.422068
08/2010,total,0.725046
08/2010,barystatic,0.344378
08/2010,steric,0.380669
09/2010,total,0.869708
09/2010,barystatic,0.434404
09/2010,steric,0.435304
09/2010,total,0.725344
09/2010,barystatic,0.344710
09/2010,steric,0.380634
10/2010,total,0.924338
10/2010,barystatic,0.487466
10/2010,steric,0.436872
10/2010,total,0.725642
10/2010,barystatic,0.345043
10/2010,steric,0.380599
11/2010,total,0.862591
11/2010,barystatic,0.443291
11/2010,steric,0.419299
11/2010,total,0.725939
11/2010,barystatic,0.345375
11/2010,steric,0.380564
12/2010,total,0.810337
12/2010,barystatic,0.433125
12/2010,steric,0.377212
12/2010,total,0.726237
12/2010,barystatic,0.345707
12/2010,steric,0.380530
01/2011,total,0.718022
01/2011,barystatic,0.390098
01/2011,steric,0.327924
01/2011,total,0.726535
01/2011,barystatic,0.346040
01/2011,steric,0.380495
02/2011,total,0.609908
02/2011,barystatic,0.299945
02/2011,steric,0.309963
02/2011,total,0.726832
02/2011,barystatic,0.346372
02/2011,steric,0.380460
03/2011,total,0.615022
03/2011,barystatic,0.296360
03/2011,steric,0.318662
03/2011,total,0.727130
03/2011,barystatic,0.346705
03/2011,steric,0.380425
04/2011,total,0.668693
04/2011,barystatic,0.327116
04/2011,steric,0.341577
04/2011,total,0.727428
04/2011,barystatic,0.347037
04/2011,steric,0.380391
05/2011,total,0.733887
05/2011,barystatic,0.371253
05/2011,steric,0.362634
05/2011,total,0.727725
05/2011,barystatic,0.347369
05/2011,steric,0.380356
06/2011,total,0.761711
06/2011,barystatic,0.382259
06/2011,steric,0.379452
06/2011,total,0.728023
06/2011,barystatic,0.347702
06/2011,steric,0.380321
07/2011,total,0.810754
07/2011,barystatic,0.413396
07/2011,steric,0.397358
07/2011,total,0.728321
07/2011,barystatic,0.348034
07/2011,steric,0.380286
08/2011,total,0.797892
08/2011,barystatic,0.375553
08/2011,steric,0.422338
08/2011,total,0.728618
08/2011,barystatic,0.348367
08/2011,steric,0.380252
09/2011,total,0.747600
09/2011,barystatic,0.308553
09/2011,steric,0.439047
09/2011,total,0.728916
09/2011,barystatic,0.348699
09/2011,steric,0.380217
10/2011,total,0.761133
10/2011,barystatic,0.327194
10/2011,steric,0.433938
10/2011,total,0.729214
10/2011,barystatic,0.349031
10/2011,steric,0.380182
11/2011,total,0.714132
11/2011,barystatic,0.308057
11/2011,steric,0.406074
11/2011,total,0.729511
11/2011,barystatic,0.349364
11/2011,steric,0.380148
12/2011,total,0.696479
12/2011,barystatic,0.326924
12/2011,steric,0.369554
12/2011,total,0.729809
12/2011,barystatic,0.349696
12/2011,steric,0.380113
01/2012,total,0.665400
01/2012,barystatic,0.330930
01/2012,steric,0.334469
01/2012,total,0.730107
01/2012,barystatic,0.350029
01/2012,steric,0.380078
02/2012,total,0.545527
02/2012,barystatic,0.233921
02/2012,steric,0.311606
02/2012,total,0.730404
02/2012,barystatic,0.350361
02/2012,steric,0.380043
03/2012,total,0.579967
03/2012,barystatic,0.248391
03/2012,steric,0.331576
03/2012,total,0.730702
03/2012,barystatic,0.350693
03/2012,steric,0.380009
04/2012,total,0.702474
04/2012,barystatic,0.351033
04/2012,steric,0.351440
04/2012,total,0.731000
04/2012,barystatic,0.351026
04/2012,steric,0.379974
05/2012,total,0.730182
05/2012,barystatic,0.361973
05/2012,steric,0.368209
05/2012,total,0.731297
05/2012,barystatic,0.351358
05/2012,steric,0.379939
06/2012,total,0.821721
06/2012,barystatic,0.436524
06/2012,steric,0.385197
06/2012,total,0.731595
06/2012,barystatic,0.351691
06/2012,steric,0.379904
07/2012,total,0.828784
07/2012,barystatic,0.428386
07/2012,steric,0.400398
07/2012,total,0.731893
07/2012,barystatic,0.352023
07/2012,steric,0.379870
08/2012,total,0.807795
08/2012,barystatic,0.389159
08/2012,steric,0.418635
08/2012,total,0.732190
08/2012,barystatic,0.352356
08/2012,steric,0.379835
09/2012,total,0.774383
09/2012,barystatic,0.338085
09/2012,steric,0.436298
09/2012,total,0.732488
09/2012,barystatic,0.352688
09/2012,steric,0.379800
10/2012,total,0.739120
10/2012,barystatic,0.304914
10/2012,steric,0.434206
10/2012,total,0.732786
10/2012,barystatic,0.353020
10/2012,steric,0.379765
11/2012,total,0.739676
11/2012,barystatic,0.339308
11/2012,steric,0.400368
11/2012,total,0.733083
11/2012,barystatic,0.353353
11/2012,steric,0.379731
12/2012,total,0.686407
12/2012,barystatic,0.339175
12/2012,steric,0.347232
12/2012,total,0.733381
12/2012,barystatic,0.353685
12/2012,steric,0.379696
01/2013,total,0.609341
01/2013,barystatic,0.305385
01/2013,steric,0.303956
01/2013,total,0.733679
01/2013,barystatic,0.354018
01/2013,steric,0.379661
02/2013,total,0.580745
02/2013,barystatic,0.291837
02/2013,steric,0.288908
02/2013,total,0.733976
02/2013,barystatic,0.354350
02/2013,steric,0.379626
03/2013,total,0.587833
03/2013,barystatic,0.287955
03/2013,steric,0.299877
03/2013,total,0.734274
03/2013,barystatic,0.354682
03/2013,steric,0.379592
04/2013,total,0.622890
04/2013,barystatic,0.296556
04/2013,steric,0.326335
04/2013,total,0.734572
04/2013,barystatic,0.355015
04/2013,steric,0.379557
05/2013,total,0.814601
05/2013,barystatic,0.469608
05/2013,steric,0.344994
05/2013,total,0.734869
05/2013,barystatic,0.355347
05/2013,steric,0.379522
06/2013,total,0.874337
06/2013,barystatic,0.507584
06/2013,steric,0.366753
06/2013,total,0.735167
06/2013,barystatic,0.355680
06/2013,steric,0.379487
07/2013,total,0.883998
07/2013,barystatic,0.488908
07/2013,steric,0.395090
07/2013,total,0.735465
07/2013,barystatic,0.356012
07/2013,steric,0.379453
08/2013,total,0.872246
08/2013,barystatic,0.459395
08/2013,steric,0.412852
08/2013,total,0.735762
08/2013,barystatic,0.356344
08/2013,steric,0.379418
09/2013,total,0.802599
09/2013,barystatic,0.377886
09/2013,steric,0.424713
09/2013,total,0.736060
09/2013,barystatic,0.356677
09/2013,steric,0.379383
10/2013,total,0.771704
10/2013,barystatic,0.344165
10/2013,steric,0.427539
10/2013,total,0.736358
10/2013,barystatic,0.357009
10/2013,steric,0.379348
11/2013,total,0.700475
11/2013,barystatic,0.306784
11/2013,steric,0.393691
11/2013,total,0.736655
11/2013,barystatic,0.357342
11/2013,steric,0.379314
12/2013,total,0.713012
12/2013,barystatic,0.356269
12/2013,steric,0.356743
12/2013,total,0.736953
12/2013,barystatic,0.357674
12/2013,steric,0.379279
01/2014,total,0.647172
01/2014,barystatic,0.330409
01/2014,steric,0.316763
01/2014,total,0.737251
01/2014,barystatic,0.358006
01/2014,steric,0.379244
02/2014,total,0.512813
02/2014,barystatic,0.203645
02/2014,steric,0.309168
02/2014,total,0.737548
02/2014,barystatic,0.358339
02/2014,steric,0.379209
03/2014,total,0.457390
03/2014,barystatic,0.138059
03/2014,steric,0.319331
03/2014,total,0.737846
03/2014,barystatic,0.358671
03/2014,steric,0.379175
04/2014,total,0.527867
04/2014,barystatic,0.187442
04/2014,steric,0.340424
04/2014,total,0.738144
04/2014,barystatic,0.359004
04/2014,steric,0.379140
05/2014,total,0.741267
05/2014,barystatic,0.384389
05/2014,steric,0.356878
05/2014,total,0.738441
05/2014,barystatic,0.359336
05/2014,steric,0.379105
06/2014,total,0.847841
06/2014,barystatic,0.465596
06/2014,steric,0.382245
06/2014,total,0.738739
06/2014,barystatic,0.359669
06/2014,steric,0.379071
07/2014,total,0.931049
07/2014,barystatic,0.532041
07/2014,steric,0.399008
07/2014,total,0.739037
07/2014,barystatic,0.360001
07/2014,steric,0.379036
08/2014,total,0.858672
08/2014,barystatic,0.443419
08/2014,steric,0.415253
08/2014,total,0.739334
08/2014,barystatic,0.360333
08/2014,steric,0.379001
09/2014,total,0.779707
09/2014,barystatic,0.340875
09/2014,steric,0.438832
09/2014,total,0.739632
09/2014,barystatic,0.360666
09/2014,steric,0.378966
10/2014,total,0.781828
10/2014,barystatic,0.338048
10/2014,steric,0.443779
10/2014,total,0.739930
10/2014,barystatic,0.360998
10/2014,steric,0.378932
11/2014,total,0.799054
11/2014,barystatic,0.380063
11/2014,steric,0.418990
11/2014,total,0.740227
11/2014,barystatic,0.361331
11/2014,steric,0.378897
12/2014,total,0.768997
12/2014,barystatic,0.394942
12/2014,steric,0.374054
12/2014,total,0.740525
12/2014,barystatic,0.361663
12/2014,steric,0.378862
01/2015,total,0.728187
01/2015,barystatic,0.388114
01/2015,steric,0.340073
01/2015,total,0.740823
01/2015,barystatic,0.361995
01/2015,steric,0.378827
02/2015,total,0.569906
02/2015,barystatic,0.253813
02/2015,steric,0.316093
02/2015,total,0.741120
02/2015,barystatic,0.362328
02/2015,steric,0.378793
03/2015,total,0.566205
03/2015,barystatic,0.236491
03/2015,steric,0.329714
03/2015,total,0.741418
03/2015,barystatic,0.362660
03/2015,steric,0.378758
04/2015,total,0.636917
04/2015,barystatic,0.287838
04/2015,steric,0.349079
04/2015,total,0.741716
04/2015,barystatic,0.362993
04/2015,steric,0.378723
05/2015,total,0.734930
05/2015,barystatic,0.370257
05/2015,steric,0.364673
05/2015,total,0.742013
05/2015,barystatic,0.363325
05/2015,steric,0.378688
06/2015,total,0.838550
06/2015,barystatic,0.454335
06/2015,steric,0.384215
06/2015,total,0.742311
06/2015,barystatic,0.363657
06/2015,steric,0.378654
07/2015,total,0.810511
07/2015,barystatic,0.408828
07/2015,steric,0.401683
07/2015,total,0.742609
07/2015,barystatic,0.363990
07/2015,steric,0.378619
08/2015,total,0.825183
08/2015,barystatic,0.400987
08/2015,steric,0.424196
08/2015,total,0.742906
08/2015,barystatic,0.364322
08/2015,steric,0.378584
09/2015,total,0.804150
09/2015,barystatic,0.356079
09/2015,steric,0.448071
09/2015,total,0.743204
09/2015,barystatic,0.364655
09/2015,steric,0.378549
10/2015,total,0.791214
10/2015,barystatic,0.340800
10/2015,steric,0.450414
10/2015,total,0.743502
10/2015,barystatic,0.364987
10/2015,steric,0.378515
11/2015,total,0.704162
11/2015,barystatic,0.288044
11/2015,steric,0.416118
