Date,Total_Power_Outages,State
05/16/2022 1:00,14,Nebraska
05/16/2022 1:00,16,North Dakota
05/16/2022 1:00,1009,South Dakota
05/16/2022 2:00,275,Iowa
05/16/2022 2:00,650,Minnesota
05/16/2022 2:00,14,Nebraska
05/16/2022 2:00,25,North Dakota
05/16/2022 2:00,609,South Dakota
05/16/2022 3:00,275,Iowa
05/16/2022 3:00,142,Minnesota
05/16/2022 3:00,363,Nebraska
05/16/2022 3:00,25,North Dakota
05/16/2022 3:00,602,South Dakota
05/16/2022 4:00,620,Iowa
05/16/2022 4:00,79,Minnesota
05/16/2022 4:00,161,Nebraska
05/16/2022 4:00,16,North Dakota
05/16/2022 4:00,495,South Dakota
05/16/2022 5:00,695,Iowa
05/16/2022 5:00,93,Minnesota
05/16/2022 5:00,163,Nebraska
05/16/2022 5:00,17,North Dakota
05/16/2022 5:00,489,South Dakota
05/16/2022 6:00,100,Iowa
05/16/2022 6:00,72,Minnesota
05/16/2022 6:00,16,Nebraska
05/16/2022 6:00,15,North Dakota
05/16/2022 6:00,488,South Dakota
05/16/2022 7:00,99,Iowa
05/16/2022 7:00,96,Minnesota
05/16/2022 7:00,31,Nebraska
05/16/2022 7:00,15,North Dakota
05/16/2022 7:00,487,South Dakota
05/16/2022 8:00,77,Iowa
05/16/2022 8:00,98,Minnesota
05/16/2022 8:00,31,Nebraska
05/16/2022 8:00,15,North Dakota
05/16/2022 8:00,487,South Dakota
05/16/2022 9:00,78,Iowa
05/16/2022 9:00,64,Minnesota
05/16/2022 9:00,31,Nebraska
05/16/2022 9:00,15,North Dakota
05/16/2022 9:00,607,South Dakota
05/16/2022 10:00,73,Iowa
05/16/2022 10:00,72,Minnesota
05/16/2022 10:00,31,Nebraska
05/16/2022 10:00,15,North Dakota
05/16/2022 10:00,607,South Dakota
05/16/2022 11:00,178,Iowa
05/16/2022 11:00,150,Minnesota
05/16/2022 11:00,25,Nebraska
05/16/2022 11:00,15,North Dakota
05/16/2022 11:00,516,South Dakota
05/16/2022 12:00,1136,Iowa
05/16/2022 12:00,1531,Minnesota
05/16/2022 12:00,14,Nebraska
05/16/2022 12:00,11,North Dakota
05/16/2022 12:00,524,South Dakota
05/16/2022 13:00,1125,Iowa
05/16/2022 13:00,1685,Minnesota
05/16/2022 13:00,56,Nebraska
05/16/2022 13:00,12,North Dakota
05/16/2022 13:00,511,South Dakota
05/16/2022 14:00,373,Iowa
05/16/2022 14:00,673,Minnesota
05/16/2022 14:00,708,Nebraska
05/16/2022 14:00,14,North Dakota
05/16/2022 14:00,543,South Dakota
05/16/2022 15:00,426,Iowa
05/16/2022 15:00,767,Minnesota
05/16/2022 15:00,58,Nebraska
05/16/2022 15:00,59,North Dakota
05/16/2022 15:00,519,South Dakota
05/16/2022 16:00,703,Iowa
05/16/2022 16:00,697,Minnesota
05/16/2022 16:00,123,Nebraska
05/16/2022 16:00,59,North Dakota
05/16/2022 16:00,526,South Dakota
05/16/2022 17:00,514,Iowa
05/16/2022 17:00,788,Minnesota
05/16/2022 17:00,124,Nebraska
05/16/2022 17:00,12,North Dakota
05/16/2022 17:00,523,South Dakota
05/16/2022 18:00,539,Iowa
05/16/2022 18:00,831,Minnesota
05/16/2022 18:00,75,Nebraska
05/16/2022 18:00,15,North Dakota
05/16/2022 18:00,448,South Dakota
05/16/2022 19:00,909,Iowa
05/16/2022 19:00,770,Minnesota
05/16/2022 19:00,60,Nebraska
05/16/2022 19:00,14,North Dakota
05/16/2022 19:00,463,South Dakota
05/16/2022 20:00,284,Iowa
05/16/2022 20:00,3580,Minnesota
05/16/2022 20:00,54,Nebraska
05/16/2022 20:00,30,North Dakota
05/16/2022 20:00,485,South Dakota
05/16/2022 21:00,428,Iowa
05/16/2022 21:00,3504,Minnesota
05/16/2022 21:00,62,Nebraska
05/16/2022 21:00,8,North Dakota
05/16/2022 21:00,465,South Dakota
05/16/2022 22:00,488,Iowa
05/16/2022 22:00,702,Minnesota
05/16/2022 22:00,127,Nebraska
05/16/2022 22:00,8,North Dakota
05/16/2022 22:00,328,South Dakota
05/16/2022 23:00,381,Iowa
05/16/2022 23:00,660,Minnesota
05/16/2022 23:00,87,Nebraska
05/16/2022 23:00,7,North Dakota
05/16/2022 23:00,299,South Dakota
05/17/2022 0:00,260,Iowa
05/17/2022 0:00,657,Minnesota
05/17/2022 0:00,84,Nebraska
05/17/2022 0:00,7,North Dakota
05/17/2022 0:00,268,South Dakota
05/17/2022 1:00,230,Iowa
05/17/2022 1:00,626,Minnesota
05/17/2022 1:00,29,Nebraska
05/17/2022 1:00,8,North Dakota
05/17/2022 1:00,213,South Dakota
05/17/2022 2:00,39,Iowa
05/17/2022 2:00,88,Minnesota
05/17/2022 2:00,27,Nebraska
05/17/2022 2:00,14,North Dakota
05/17/2022 2:00,229,South Dakota
05/17/2022 3:00,55,Iowa
05/17/2022 3:00,85,Minnesota
05/17/2022 3:00,343,Nebraska
05/17/2022 3:00,12,North Dakota
05/17/2022 3:00,203,South Dakota
05/17/2022 4:00,57,Iowa
05/17/2022 4:00,56,Minnesota
05/17/2022 4:00,7,Nebraska
05/17/2022 4:00,12,North Dakota
05/17/2022 4:00,203,South Dakota
05/17/2022 5:00,49,Iowa
05/17/2022 5:00,42,Minnesota
05/17/2022 5:00,7,Nebraska
05/17/2022 5:00,7,North Dakota
05/17/2022 5:00,518,South Dakota
05/17/2022 6:00,132,Iowa
05/17/2022 6:00,60,Minnesota
05/17/2022 6:00,7,Nebraska
05/17/2022 6:00,31,North Dakota
05/17/2022 6:00,545,South Dakota
05/17/2022 7:00,138,Iowa
05/17/2022 7:00,21,Minnesota
05/17/2022 7:00,8,Nebraska
05/17/2022 7:00,31,North Dakota
05/17/2022 7:00,547,South Dakota
05/17/2022 8:00,115,Iowa
05/17/2022 8:00,49,Minnesota
05/17/2022 8:00,8,Nebraska
05/17/2022 8:00,9,North Dakota
05/17/2022 8:00,512,South Dakota
05/17/2022 9:00,20,Iowa
05/17/2022 9:00,47,Minnesota
05/17/2022 9:00,7,Nebraska
05/17/2022 9:00,9,North Dakota
05/17/2022 9:00,127,South Dakota
05/17/2022 10:00,372,Iowa
05/17/2022 10:00,58,Minnesota
05/17/2022 10:00,3,Nebraska
05/17/2022 10:00,9,North Dakota
05/17/2022 10:00,110,South Dakota
05/17/2022 11:00,448,Iowa
05/17/2022 11:00,103,Minnesota
05/17/2022 11:00,11,Nebraska
05/17/2022 11:00,9,North Dakota
05/17/2022 11:00,84,South Dakota
05/17/2022 12:00,92,Iowa
05/17/2022 12:00,488,Minnesota
05/17/2022 12:00,28,Nebraska
05/17/2022 12:00,51,North Dakota
05/17/2022 12:00,86,South Dakota
05/17/2022 13:00,184,Iowa
05/17/2022 13:00,3651,Minnesota
05/17/2022 13:00,50,Nebraska
05/17/2022 13:00,138,North Dakota
05/17/2022 13:00,83,South Dakota
05/17/2022 14:00,234,Iowa
05/17/2022 14:00,4587,Minnesota
05/17/2022 14:00,53,Nebraska
05/17/2022 14:00,143,North Dakota
05/17/2022 14:00,98,South Dakota
05/17/2022 15:00,1191,Iowa
05/17/2022 15:00,4453,Minnesota
05/17/2022 15:00,63,Nebraska
05/17/2022 15:00,11,North Dakota
05/17/2022 15:00,156,South Dakota
05/17/2022 16:00,636,Iowa
05/17/2022 16:00,1594,Minnesota
05/17/2022 16:00,54,Nebraska
05/17/2022 16:00,8,North Dakota
05/17/2022 16:00,315,South Dakota
05/17/2022 17:00,101,Iowa
05/17/2022 17:00,654,Minnesota
05/17/2022 17:00,98,Nebraska
05/17/2022 17:00,10,North Dakota
05/17/2022 17:00,302,South Dakota
05/17/2022 18:00,194,Iowa
05/17/2022 18:00,653,Minnesota
05/17/2022 18:00,43,Nebraska
05/17/2022 18:00,9,North Dakota
05/17/2022 18:00,209,South Dakota
05/17/2022 19:00,159,Iowa
05/17/2022 19:00,1079,Minnesota
05/17/2022 19:00,80,Nebraska
05/17/2022 19:00,7,North Dakota
05/17/2022 19:00,145,South Dakota
05/17/2022 20:00,169,Iowa
05/17/2022 20:00,987,Minnesota
05/17/2022 20:00,345,Nebraska
05/17/2022 20:00,7,North Dakota
05/17/2022 20:00,166,South Dakota
05/17/2022 21:00,1184,Iowa
05/17/2022 21:00,297,Minnesota
05/17/2022 21:00,382,Nebraska
05/17/2022 21:00,7,North Dakota
05/17/2022 21:00,100,South Dakota
05/17/2022 22:00,1231,Iowa
05/17/2022 22:00,145,Minnesota
05/17/2022 22:00,63,Nebraska
05/17/2022 22:00,7,North Dakota
05/17/2022 22:00,95,South Dakota
05/17/2022 23:00,535,Iowa
05/17/2022 23:00,145,Minnesota
05/17/2022 23:00,47,Nebraska
05/17/2022 23:00,15,North Dakota
05/17/2022 23:00,79,South Dakota
05/18/2022 0:00,400,Iowa
05/18/2022 0:00,210,Minnesota
05/18/2022 0:00,14,Nebraska
05/18/2022 0:00,16,North Dakota
05/18/2022 0:00,80,South Dakota
05/18/2022 1:00,386,Iowa
05/18/2022 1:00,637,Minnesota
05/18/2022 1:00,12,Nebraska
05/18/2022 1:00,18,North Dakota
05/18/2022 1:00,451,South Dakota
05/18/2022 2:00,342,Iowa
05/18/2022 2:00,605,Minnesota
05/18/2022 2:00,12,Nebraska
05/18/2022 2:00,17,North Dakota
05/18/2022 2:00,643,South Dakota
05/18/2022 3:00,303,Iowa
05/18/2022 3:00,833,Minnesota
05/18/2022 3:00,15,Nebraska
05/18/2022 3:00,25,North Dakota
05/18/2022 3:00,232,South Dakota
05/18/2022 4:00,1330,Iowa
05/18/2022 4:00,904,Minnesota
05/18/2022 4:00,16,Nebraska
05/18/2022 4:00,10,North Dakota
05/18/2022 4:00,27,South Dakota
05/18/2022 5:00,1401,Iowa
05/18/2022 5:00,569,Minnesota
05/18/2022 5:00,5,Nebraska
05/18/2022 5:00,9,North Dakota
05/18/2022 5:00,26,South Dakota
05/18/2022 6:00,2841,Iowa
05/18/2022 6:00,478,Minnesota
05/18/2022 6:00,1408,Nebraska
05/18/2022 6:00,8,North Dakota
05/18/2022 6:00,26,South Dakota
05/18/2022 7:00,1556,Iowa
05/18/2022 7:00,486,Minnesota
05/18/2022 7:00,2537,Nebraska
05/18/2022 7:00,7,North Dakota
05/18/2022 7:00,26,South Dakota
05/18/2022 8:00,281,Iowa
05/18/2022 8:00,97,Minnesota
05/18/2022 8:00,509,Nebraska
05/18/2022 8:00,11,North Dakota
05/18/2022 8:00,26,South Dakota
05/18/2022 9:00,198,Iowa
05/18/2022 9:00,184,Minnesota
05/18/2022 9:00,398,Nebraska
05/18/2022 9:00,10,North Dakota
05/18/2022 9:00,26,South Dakota
05/18/2022 10:00,1274,Iowa
05/18/2022 10:00,249,Minnesota
05/18/2022 10:00,110,Nebraska
05/18/2022 10:00,10,North Dakota
05/18/2022 10:00,26,South Dakota
05/18/2022 11:00,1509,Iowa
05/18/2022 11:00,235,Minnesota
05/18/2022 11:00,30,Nebraska
05/18/2022 11:00,10,North Dakota
05/18/2022 11:00,64,South Dakota
05/18/2022 12:00,415,Iowa
05/18/2022 12:00,234,Minnesota
05/18/2022 12:00,27,Nebraska
05/18/2022 12:00,7,North Dakota
05/18/2022 12:00,64,South Dakota
05/18/2022 13:00,447,Iowa
05/18/2022 13:00,2332,Minnesota
05/18/2022 13:00,19,Nebraska
05/18/2022 13:00,10,North Dakota
05/18/2022 13:00,46,South Dakota
05/18/2022 14:00,1065,Iowa
05/18/2022 14:00,2344,Minnesota
05/18/2022 14:00,63,Nebraska
05/18/2022 14:00,10,North Dakota
05/18/2022 14:00,83,South Dakota
05/18/2022 15:00,496,Iowa
05/18/2022 15:00,467,Minnesota
05/18/2022 15:00,146,Nebraska
05/18/2022 15:00,12,North Dakota
05/18/2022 15:00,94,South Dakota
05/18/2022 16:00,391,Iowa
05/18/2022 16:00,345,Minnesota
05/18/2022 16:00,149,Nebraska
05/18/2022 16:00,9,North Dakota
05/18/2022 16:00,268,South Dakota
05/18/2022 17:00,459,Iowa
05/18/2022 17:00,385,Minnesota
05/18/2022 17:00,138,Nebraska
05/18/2022 17:00,9,North Dakota
05/18/2022 17:00,120,South Dakota
05/18/2022 18:00,388,Iowa
05/18/2022 18:00,573,Minnesota
05/18/2022 18:00,46,Nebraska
05/18/2022 18:00,13,North Dakota
05/18/2022 18:00,195,South Dakota
05/18/2022 19:00,173,Iowa
05/18/2022 19:00,441,Minnesota
05/18/2022 19:00,44,Nebraska
05/18/2022 19:00,10,North Dakota
05/18/2022 19:00,193,South Dakota
05/18/2022 20:00,99,Iowa
05/18/2022 20:00,1102,Minnesota
05/18/2022 20:00,5,Nebraska
05/18/2022 20:00,7,North Dakota
05/18/2022 20:00,72,South Dakota
05/18/2022 21:00,63,Iowa
05/18/2022 21:00,13147,Minnesota
05/18/2022 21:00,9,Nebraska
05/18/2022 21:00,61,North Dakota
05/18/2022 21:00,64,South Dakota
05/18/2022 22:00,58,Iowa
05/18/2022 22:00,11400,Minnesota
05/18/2022 22:00,10,Nebraska
05/18/2022 22:00,61,North Dakota
05/18/2022 22:00,56,South Dakota
05/18/2022 23:00,55,Iowa
05/18/2022 23:00,9196,Minnesota
05/18/2022 23:00,6,Nebraska
05/18/2022 23:00,7,North Dakota
05/18/2022 23:00,35,South Dakota
05/19/2022 0:00,55,Iowa
05/19/2022 0:00,4996,Minnesota
05/19/2022 0:00,6,Nebraska
05/19/2022 0:00,10,North Dakota
05/19/2022 0:00,28,South Dakota
05/19/2022 1:00,68,Iowa
05/19/2022 1:00,4109,Minnesota
05/19/2022 1:00,4,Nebraska
05/19/2022 1:00,7,North Dakota
05/19/2022 1:00,104,South Dakota
05/19/2022 2:00,14,Iowa
05/19/2022 2:00,2933,Minnesota
05/19/2022 2:00,4,Nebraska
05/19/2022 2:00,7,North Dakota
05/19/2022 2:00,105,South Dakota
05/19/2022 3:00,36,Iowa
05/19/2022 3:00,1970,Minnesota
05/19/2022 3:00,4,Nebraska
05/19/2022 3:00,7,North Dakota
05/19/2022 3:00,104,South Dakota
05/19/2022 4:00,35,Iowa
05/19/2022 4:00,1563,Minnesota
05/19/2022 4:00,3,Nebraska
05/19/2022 4:00,7,North Dakota
05/19/2022 4:00,104,South Dakota
05/19/2022 5:00,57,Iowa
05/19/2022 5:00,1140,Minnesota
05/19/2022 5:00,2,Nebraska
05/19/2022 5:00,7,North Dakota
05/19/2022 5:00,28,South Dakota
05/19/2022 6:00,53,Iowa
05/19/2022 6:00,862,Minnesota
05/19/2022 6:00,2,Nebraska
05/19/2022 6:00,7,North Dakota
05/19/2022 6:00,28,South Dakota
05/19/2022 7:00,467,Iowa
05/19/2022 7:00,926,Minnesota
05/19/2022 7:00,2,Nebraska
05/19/2022 7:00,7,North Dakota
05/19/2022 7:00,28,South Dakota
05/19/2022 8:00,417,Iowa
05/19/2022 8:00,915,Minnesota
05/19/2022 8:00,1,Nebraska
05/19/2022 8:00,7,North Dakota
05/19/2022 8:00,28,South Dakota
05/19/2022 9:00,30,Iowa
05/19/2022 9:00,482,Minnesota
05/19/2022 9:00,2,Nebraska
05/19/2022 9:00,7,North Dakota
05/19/2022 9:00,28,South Dakota
05/19/2022 10:00,3,Iowa
05/19/2022 10:00,369,Minnesota
05/19/2022 10:00,1,Nebraska
05/19/2022 10:00,7,North Dakota
05/19/2022 10:00,28,South Dakota
05/19/2022 11:00,36,Iowa
05/19/2022 11:00,403,Minnesota
05/19/2022 11:00,1,Nebraska
05/19/2022 11:00,8,North Dakota
05/19/2022 11:00,28,South Dakota
05/19/2022 12:00,86,Iowa
05/19/2022 12:00,591,Minnesota
05/19/2022 12:00,4,Nebraska
05/19/2022 12:00,8,North Dakota
05/19/2022 12:00,62,South Dakota
05/19/2022 13:00,1349,Iowa
05/19/2022 13:00,597,Minnesota
05/19/2022 13:00,35,Nebraska
05/19/2022 13:00,141,North Dakota
05/19/2022 13:00,79,South Dakota
05/19/2022 14:00,2058,Iowa
05/19/2022 14:00,624,Minnesota
05/19/2022 14:00,217,Nebraska
05/19/2022 14:00,144,North Dakota
05/19/2022 14:00,100,South Dakota
05/19/2022 15:00,304,Iowa
05/19/2022 15:00,2246,Minnesota
05/19/2022 15:00,297,Nebraska
05/19/2022 15:00,18,North Dakota
05/19/2022 15:00,119,South Dakota
05/19/2022 16:00,2229,Iowa
05/19/2022 16:00,868,Minnesota
05/19/2022 16:00,109,Nebraska
05/19/2022 16:00,10,North Dakota
05/19/2022 16:00,369,South Dakota
05/19/2022 17:00,815,Iowa
05/19/2022 17:00,832,Minnesota
05/19/2022 17:00,103,Nebraska
05/19/2022 17:00,12,North Dakota
05/19/2022 17:00,340,South Dakota
05/19/2022 18:00,515,Iowa
05/19/2022 18:00,554,Minnesota
05/19/2022 18:00,68,Nebraska
05/19/2022 18:00,8,North Dakota
05/19/2022 18:00,340,South Dakota
05/19/2022 19:00,474,Iowa
05/19/2022 19:00,398,Minnesota
05/19/2022 19:00,62,Nebraska
05/19/2022 19:00,354,North Dakota
05/19/2022 19:00,138,South Dakota
05/19/2022 20:00,465,Iowa
05/19/2022 20:00,418,Minnesota
05/19/2022 20:00,47,Nebraska
05/19/2022 20:00,12,North Dakota
05/19/2022 20:00,152,South Dakota
05/19/2022 21:00,507,Iowa
05/19/2022 21:00,1010,Minnesota
05/19/2022 21:00,53,Nebraska
05/19/2022 21:00,3430,North Dakota
05/19/2022 21:00,93,South Dakota
05/19/2022 22:00,1750,Iowa
05/19/2022 22:00,1782,Minnesota
05/19/2022 22:00,19,Nebraska
05/19/2022 22:00,655,North Dakota
05/19/2022 22:00,58,South Dakota
05/19/2022 23:00,1769,Iowa
05/19/2022 23:00,833,Minnesota
05/19/2022 23:00,5,Nebraska
05/19/2022 23:00,15,North Dakota
05/19/2022 23:00,26,South Dakota
