Date,Price,Source
01/21/2010,5.52,Natural Gas Price
01/20/2010,5.54,Natural Gas Price
01/19/2010,5.51,Natural Gas Price
01/15/2010,5.66,Natural Gas Price
01/14/2010,5.77,Natural Gas Price
01/13/2010,5.61,Natural Gas Price
01/12/2010,5.57,Natural Gas Price
01/11/2010,5.77,Natural Gas Price
01/08/2010,6.56,Natural Gas Price
01/07/2010,7.51,Natural Gas Price
01/06/2010,6.47,Natural Gas Price
01/05/2010,6.19,Natural Gas Price
01/04/2010,6.09,Natural Gas Price
12/31/2009,5.82,Natural Gas Price
12/30/2009,5.78,Natural Gas Price
12/29/2009,6.01,Natural Gas Price
12/28/2009,5.91,Natural Gas Price
12/24/2009,5.75,Natural Gas Price
12/23/2009,5.55,Natural Gas Price
12/22/2009,5.56,Natural Gas Price
12/21/2009,5.79,Natural Gas Price
12/18/2009,5.87,Natural Gas Price
12/17/2009,5.65,Natural Gas Price
12/16/2009,5.57,Natural Gas Price
12/15/2009,5.53,Natural Gas Price
12/14/2009,5.41,Natural Gas Price
12/11/2009,5.21,Natural Gas Price
12/10/2009,5.02,Natural Gas Price
12/9/2009,5.27,Natural Gas Price
12/8/2009,5.1,Natural Gas Price
12/7/2009,4.78,Natural Gas Price
12/4/2009,4.53,Natural Gas Price
12/3/2009,4.57,Natural Gas Price
12/2/2009,4.67,Natural Gas Price
12/1/2009,4.3,Natural Gas Price
11/30/2009,4.41,Natural Gas Price
11/27/2009,3.32,Natural Gas Price
11/25/2009,3.32,Natural Gas Price
11/24/2009,3.63,Natural Gas Price
11/23/2009,3.79,Natural Gas Price
11/20/2009,3.09,Natural Gas Price
11/19/2009,3.57,Natural Gas Price
11/18/2009,3.74,Natural Gas Price
11/17/2009,3.47,Natural Gas Price
11/16/2009,2.65,Natural Gas Price
11/13/2009,2.51,Natural Gas Price
11/12/2009,3.24,Natural Gas Price
11/11/2009,3.59,Natural Gas Price
11/10/2009,3.76,Natural Gas Price
11/9/2009,3.78,Natural Gas Price
11/6/2009,3.95,Natural Gas Price
11/5/2009,4.3,Natural Gas Price
11/4/2009,4.49,Natural Gas Price
11/3/2009,4.33,Natural Gas Price
11/2/2009,4.32,Natural Gas Price
10/30/2009,4.11,Natural Gas Price
10/29/2009,4.11,Natural Gas Price
10/28/2009,4.59,Natural Gas Price
10/27/2009,4.52,Natural Gas Price
10/26/2009,4.52,Natural Gas Price
10/23/2009,4.88,Natural Gas Price
10/22/2009,4.98,Natural Gas Price
10/21/2009,4.8,Natural Gas Price
10/20/2009,4.6,Natural Gas Price
10/19/2009,4.22,Natural Gas Price
10/16/2009,3.94,Natural Gas Price
10/15/2009,3.88,Natural Gas Price
10/14/2009,3.82,Natural Gas Price
10/13/2009,4.03,Natural Gas Price
10/12/2009,3.96,Natural Gas Price
10/9/2009,3.92,Natural Gas Price
10/8/2009,4.24,Natural Gas Price
10/7/2009,3.7,Natural Gas Price
10/6/2009,3.23,Natural Gas Price
10/5/2009,2.89,Natural Gas Price
10/2/2009,2.32,Natural Gas Price
10/1/2009,2.91,Natural Gas Price
09/30/2009,3.25,Natural Gas Price
09/29/2009,3.3,Natural Gas Price
09/28/2009,3.54,Natural Gas Price
09/25/2009,3.61,Natural Gas Price
09/24/2009,3.56,Natural Gas Price
09/23/2009,3.43,Natural Gas Price
09/22/2009,3.37,Natural Gas Price
09/21/2009,3.35,Natural Gas Price
09/18/2009,3.21,Natural Gas Price
09/17/2009,3.5,Natural Gas Price
09/16/2009,3.28,Natural Gas Price
09/15/2009,3.21,Natural Gas Price
09/14/2009,2.84,Natural Gas Price
09/11/2009,2.94,Natural Gas Price
09/10/2009,2.68,Natural Gas Price
09/09/2009,2.72,Natural Gas Price
09/08/2009,2.43,Natural Gas Price
09/04/2009,1.83,Natural Gas Price
09/03/2009,2.06,Natural Gas Price
09/02/2009,2.25,Natural Gas Price
09/01/2009,2.36,Natural Gas Price
08/31/2009,2.42,Natural Gas Price
08/28/2009,2.52,Natural Gas Price
08/27/2009,2.76,Natural Gas Price
08/26/2009,2.76,Natural Gas Price
08/25/2009,2.85,Natural Gas Price
08/24/2009,2.69,Natural Gas Price
08/21/2009,2.78,Natural Gas Price
08/20/2009,3.03,Natural Gas Price
08/19/2009,3.03,Natural Gas Price
08/18/2009,3.12,Natural Gas Price
08/17/2009,3.11,Natural Gas Price
08/14/2009,3.18,Natural Gas Price
08/13/2009,3.34,Natural Gas Price
08/12/2009,3.36,Natural Gas Price
08/11/2009,3.54,Natural Gas Price
08/10/2009,3.55,Natural Gas Price
08/07/2009,3.57,Natural Gas Price
08/06/2009,3.78,Natural Gas Price
08/05/2009,3.61,Natural Gas Price
08/04/2009,3.53,Natural Gas Price
08/03/2009,3.43,Natural Gas Price
07/31/2009,3.34,Natural Gas Price
07/30/2009,3.34,Natural Gas Price
07/29/2009,3.41,Natural Gas Price
07/28/2009,3.49,Natural Gas Price
07/27/2009,3.46,Natural Gas Price
07/24/2009,3.37,Natural Gas Price
07/23/2009,3.66,Natural Gas Price
07/22/2009,3.49,Natural Gas Price
07/21/2009,3.48,Natural Gas Price
07/20/2009,3.49,Natural Gas Price
07/17/2009,3.39,Natural Gas Price
07/16/2009,3.21,Natural Gas Price
07/15/2009,3.37,Natural Gas Price
07/14/2009,3.29,Natural Gas Price
07/13/2009,3.17,Natural Gas Price
07/10/2009,3.24,Natural Gas Price
07/09/2009,3.36,Natural Gas Price
07/08/2009,3.22,Natural Gas Price
07/07/2009,3.3,Natural Gas Price
07/06/2009,3.24,Natural Gas Price
07/02/2009,3.49,Natural Gas Price
07/01/2009,3.63,Natural Gas Price
06/30/2009,3.72,Natural Gas Price
06/29/2009,3.88,Natural Gas Price
06/26/2009,3.81,Natural Gas Price
06/25/2009,3.82,Natural Gas Price
06/24/2009,3.8,Natural Gas Price
06/23/2009,3.91,Natural Gas Price
06/22/2009,4.01,Natural Gas Price
06/19/2009,4.04,Natural Gas Price
06/18/2009,4.19,Natural Gas Price
06/17/2009,3.99,Natural Gas Price
06/16/2009,4.16,Natural Gas Price
06/15/2009,3.8,Natural Gas Price
06/12/2009,3.54,Natural Gas Price
06/11/2009,3.51,Natural Gas Price
06/10/2009,3.56,Natural Gas Price
06/09/2009,3.53,Natural Gas Price
06/08/2009,3.53,Natural Gas Price
06/05/2009,3.51,Natural Gas Price
06/04/2009,3.58,Natural Gas Price
06/03/2009,3.81,Natural Gas Price
06/02/2009,4.05,Natural Gas Price
06/01/2009,3.86,Natural Gas Price
05/29/2009,3.92,Natural Gas Price
05/28/2009,3.55,Natural Gas Price
05/27/2009,3.49,Natural Gas Price
05/26/2009,3.35,Natural Gas Price
05/22/2009,3.41,Natural Gas Price
05/21/2009,3.77,Natural Gas Price
05/20/2009,3.75,Natural Gas Price
05/19/2009,3.99,Natural Gas Price
05/18/2009,4.02,Natural Gas Price
05/15/2009,4.05,Natural Gas Price
05/14/2009,4.1,Natural Gas Price
05/13/2009,4.42,Natural Gas Price
05/12/2009,4.41,Natural Gas Price
05/11/2009,4.24,Natural Gas Price
05/08/2009,4.16,Natural Gas Price
05/07/2009,3.96,Natural Gas Price
05/06/2009,3.67,Natural Gas Price
05/05/2009,3.62,Natural Gas Price
05/04/2009,3.47,Natural Gas Price
05/01/2009,3.3,Natural Gas Price
04/30/2009,3.25,Natural Gas Price
04/29/2009,3.43,Natural Gas Price
04/28/2009,3.29,Natural Gas Price
04/27/2009,3.19,Natural Gas Price
04/24/2009,3.31,Natural Gas Price
04/23/2009,3.46,Natural Gas Price
04/22/2009,3.48,Natural Gas Price
04/21/2009,3.43,Natural Gas Price
04/20/2009,3.55,Natural Gas Price
04/17/2009,3.47,Natural Gas Price
04/16/2009,3.54,Natural Gas Price
04/15/2009,3.6,Natural Gas Price
04/14/2009,3.59,Natural Gas Price
04/13/2009,3.46,Natural Gas Price
04/09/2009,3.59,Natural Gas Price
04/08/2009,3.5,Natural Gas Price
04/07/2009,3.6,Natural Gas Price
04/06/2009,3.74,Natural Gas Price
04/03/2009,3.66,Natural Gas Price
04/02/2009,3.69,Natural Gas Price
04/01/2009,3.56,Natural Gas Price
03/31/2009,3.58,Natural Gas Price
03/30/2009,3.63,Natural Gas Price
03/27/2009,3.73,Natural Gas Price
03/26/2009,4.16,Natural Gas Price
03/25/2009,4.13,Natural Gas Price
03/24/2009,4.13,Natural Gas Price
03/23/2009,4.17,Natural Gas Price
03/20/2009,3.99,Natural Gas Price
03/19/2009,3.68,Natural Gas Price
03/18/2009,3.75,Natural Gas Price
03/17/2009,3.78,Natural Gas Price
03/16/2009,3.78,Natural Gas Price
03/13/2009,3.9,Natural Gas Price
03/12/2009,3.87,Natural Gas Price
03/11/2009,3.92,Natural Gas Price
03/10/2009,3.88,Natural Gas Price
03/09/2009,3.86,Natural Gas Price
03/06/2009,3.93,Natural Gas Price
03/05/2009,4.22,Natural Gas Price
03/04/2009,4.23,Natural Gas Price
03/03/2009,4.43,Natural Gas Price
03/02/2009,4.36,Natural Gas Price
02/27/2009,4.04,Natural Gas Price
02/26/2009,4.08,Natural Gas Price
02/25/2009,4.2,Natural Gas Price
02/24/2009,4.21,Natural Gas Price
02/23/2009,4.23,Natural Gas Price
02/20/2009,4.21,Natural Gas Price
02/19/2009,4.46,Natural Gas Price
02/18/2009,4.35,Natural Gas Price
02/17/2009,4.35,Natural Gas Price
02/13/2009,4.6,Natural Gas Price
02/12/2009,4.73,Natural Gas Price
02/11/2009,4.68,Natural Gas Price
02/10/2009,4.84,Natural Gas Price
02/09/2009,4.76,Natural Gas Price
02/06/2009,4.67,Natural Gas Price
02/05/2009,4.84,Natural Gas Price
02/04/2009,5.01,Natural Gas Price
02/03/2009,5.04,Natural Gas Price
02/02/2009,4.48,Natural Gas Price
01/30/2009,4.77,Natural Gas Price
01/29/2009,4.71,Natural Gas Price
01/28/2009,4.84,Natural Gas Price
01/27/2009,4.76,Natural Gas Price
01/26/2009,4.62,Natural Gas Price
01/23/2009,4.75,Natural Gas Price
01/22/2009,4.72,Natural Gas Price
01/21/2009,4.87,Natural Gas Price
01/20/2009,4.86,Natural Gas Price
01/16/2009,5.09,Natural Gas Price
01/15/2009,5.27,Natural Gas Price
01/14/2009,5.47,Natural Gas Price
01/13/2009,5.7,Natural Gas Price
01/12/2009,5.59,Natural Gas Price
01/09/2009,5.6,Natural Gas Price
01/08/2009,5.96,Natural Gas Price
01/07/2009,5.89,Natural Gas Price
01/06/2009,6.1,Natural Gas Price
01/05/2009,5.83,Natural Gas Price
01/02/2009,5.41,Natural Gas Price
12/31/2008,5.63,Natural Gas Price
12/30/2008,5.71,Natural Gas Price
12/29/2008,5.81,Natural Gas Price
12/26/2008,5.44,Natural Gas Price
12/24/2008,5.44,Natural Gas Price
12/23/2008,5.37,Natural Gas Price
12/22/2008,5.39,Natural Gas Price
12/19/2008,5.66,Natural Gas Price
12/18/2008,5.63,Natural Gas Price
12/17/2008,5.79,Natural Gas Price
12/16/2008,5.75,Natural Gas Price
12/15/2008,5.75,Natural Gas Price
12/12/2008,5.56,Natural Gas Price
12/11/2008,5.86,Natural Gas Price
12/10/2008,5.67,Natural Gas Price
12/9/2008,5.57,Natural Gas Price
12/8/2008,5.73,Natural Gas Price
12/5/2008,5.99,Natural Gas Price
12/4/2008,6.55,Natural Gas Price
12/3/2008,6.48,Natural Gas Price
12/2/2008,6.68,Natural Gas Price
12/1/2008,6.48,Natural Gas Price
11/28/2008,6.43,Natural Gas Price
11/26/2008,6.43,Natural Gas Price
11/25/2008,6.71,Natural Gas Price
11/24/2008,6.85,Natural Gas Price
11/21/2008,6.56,Natural Gas Price
11/20/2008,6.76,Natural Gas Price
11/19/2008,6.76,Natural Gas Price
11/18/2008,6.74,Natural Gas Price
11/17/2008,6.55,Natural Gas Price
11/14/2008,6.33,Natural Gas Price
11/13/2008,6.31,Natural Gas Price
11/12/2008,6.65,Natural Gas Price
11/11/2008,7.02,Natural Gas Price
11/10/2008,7.07,Natural Gas Price
11/7/2008,6.6,Natural Gas Price
11/6/2008,7.04,Natural Gas Price
11/5/2008,6.94,Natural Gas Price
11/4/2008,6.79,Natural Gas Price
11/3/2008,6.45,Natural Gas Price
10/31/2008,6.18,Natural Gas Price
10/30/2008,6.75,Natural Gas Price
10/29/2008,6.58,Natural Gas Price
10/28/2008,6.4,Natural Gas Price
10/27/2008,6.27,Natural Gas Price
10/24/2008,6.29,Natural Gas Price
10/23/2008,6.77,Natural Gas Price
10/22/2008,6.94,Natural Gas Price
10/21/2008,6.76,Natural Gas Price
10/20/2008,6.98,Natural Gas Price
10/17/2008,6.76,Natural Gas Price
10/16/2008,6.65,Natural Gas Price
10/15/2008,6.64,Natural Gas Price
10/14/2008,6.74,Natural Gas Price
10/13/2008,6.62,Natural Gas Price
10/10/2008,6.52,Natural Gas Price
10/9/2008,6.69,Natural Gas Price
10/8/2008,6.58,Natural Gas Price
10/7/2008,6.74,Natural Gas Price
10/6/2008,6.87,Natural Gas Price
10/3/2008,7.16,Natural Gas Price
10/2/2008,7.64,Natural Gas Price
10/1/2008,7.41,Natural Gas Price
09/30/2008,7.17,Natural Gas Price
09/29/2008,7.13,Natural Gas Price
09/26/2008,7.42,Natural Gas Price
09/25/2008,7.63,Natural Gas Price
09/24/2008,8.15,Natural Gas Price
09/23/2008,7.84,Natural Gas Price
09/22/2008,7.66,Natural Gas Price
09/19/2008,7.79,Natural Gas Price
09/18/2008,8.26,Natural Gas Price
09/17/2008,7.72,Natural Gas Price
09/16/2008,7.76,Natural Gas Price
09/15/2008,8.02,Natural Gas Price
09/12/2008,8.02,Natural Gas Price
09/11/2008,7.83,Natural Gas Price
09/10/2008,7.65,Natural Gas Price
09/09/2008,7.28,Natural Gas Price
09/08/2008,7.68,Natural Gas Price
09/05/2008,7.4,Natural Gas Price
09/04/2008,7.24,Natural Gas Price
09/03/2008,7.26,Natural Gas Price
09/02/2008,8.24,Natural Gas Price
08/29/2008,8.24,Natural Gas Price
08/28/2008,8.36,Natural Gas Price
08/27/2008,8.54,Natural Gas Price
08/26/2008,8.02,Natural Gas Price
08/25/2008,7.63,Natural Gas Price
08/22/2008,7.98,Natural Gas Price
08/21/2008,8.04,Natural Gas Price
08/20/2008,8.02,Natural Gas Price
08/19/2008,7.73,Natural Gas Price
08/18/2008,7.74,Natural Gas Price
08/15/2008,7.82,Natural Gas Price
08/14/2008,8.15,Natural Gas Price
08/13/2008,8.11,Natural Gas Price
08/12/2008,8.23,Natural Gas Price
08/11/2008,8.18,Natural Gas Price
08/08/2008,8.22,Natural Gas Price
08/07/2008,8.77,Natural Gas Price
08/06/2008,8.7,Natural Gas Price
08/05/2008,8.66,Natural Gas Price
08/04/2008,9.2,Natural Gas Price
08/01/2008,9.05,Natural Gas Price
07/31/2008,9.26,Natural Gas Price
07/30/2008,9.01,Natural Gas Price
07/29/2008,9.17,Natural Gas Price
07/28/2008,9.26,Natural Gas Price
07/25/2008,9.34,Natural Gas Price
07/24/2008,9.7,Natural Gas Price
07/23/2008,9.88,Natural Gas Price
07/22/2008,10.16,Natural Gas Price
07/21/2008,10.58,Natural Gas Price
07/18/2008,10.54,Natural Gas Price
07/17/2008,11.43,Natural Gas Price
07/16/2008,11.15,Natural Gas Price
07/15/2008,11.79,Natural Gas Price
07/14/2008,11.58,Natural Gas Price
07/11/2008,12.15,Natural Gas Price
07/10/2008,11.83,Natural Gas Price
07/09/2008,12.1,Natural Gas Price
07/08/2008,12.47,Natural Gas Price
07/07/2008,12.96,Natural Gas Price
07/03/2008,13,Natural Gas Price
07/02/2008,13.31,Natural Gas Price
07/01/2008,13.28,Natural Gas Price
06/30/2008,13.19,Natural Gas Price
06/27/2008,13.1,Natural Gas Price
06/26/2008,12.7,Natural Gas Price
06/25/2008,12.76,Natural Gas Price
06/24/2008,12.96,Natural Gas Price
06/23/2008,12.92,Natural Gas Price
06/20/2008,12.76,Natural Gas Price
06/19/2008,13.09,Natural Gas Price
06/18/2008,12.93,Natural Gas Price
06/17/2008,12.87,Natural Gas Price
06/16/2008,12.73,Natural Gas Price
06/13/2008,12.51,Natural Gas Price
06/12/2008,12.51,Natural Gas Price
06/11/2008,12.49,Natural Gas Price
06/10/2008,12.72,Natural Gas Price
06/09/2008,12.71,Natural Gas Price
06/06/2008,12.71,Natural Gas Price
06/05/2008,12.49,Natural Gas Price
06/04/2008,12.17,Natural Gas Price
06/03/2008,12.27,Natural Gas Price
06/02/2008,11.8,Natural Gas Price
05/30/2008,11.43,Natural Gas Price
05/29/2008,11.81,Natural Gas Price
05/28/2008,11.6,Natural Gas Price
05/27/2008,11.85,Natural Gas Price
05/23/2008,11.56,Natural Gas Price
05/22/2008,11.57,Natural Gas Price
05/21/2008,11.4,Natural Gas Price
05/20/2008,10.94,Natural Gas Price
05/19/2008,11.1,Natural Gas Price
05/16/2008,11.31,Natural Gas Price
05/15/2008,11.41,Natural Gas Price
05/14/2008,11.52,Natural Gas Price
05/13/2008,11.18,Natural Gas Price
05/12/2008,11.38,Natural Gas Price
05/09/2008,11.29,Natural Gas Price
05/08/2008,11.33,Natural Gas Price
05/07/2008,11.08,Natural Gas Price
05/06/2008,11.09,Natural Gas Price
05/05/2008,10.77,Natural Gas Price
05/02/2008,10.37,Natural Gas Price
05/01/2008,10.66,Natural Gas Price
04/30/2008,10.81,Natural Gas Price
04/29/2008,10.94,Natural Gas Price
04/28/2008,10.95,Natural Gas Price
04/25/2008,10.72,Natural Gas Price
04/24/2008,10.58,Natural Gas Price
04/23/2008,10.33,Natural Gas Price
04/22/2008,10.56,Natural Gas Price
04/21/2008,10.5,Natural Gas Price
04/18/2008,10.08,Natural Gas Price
04/17/2008,10.27,Natural Gas Price
04/16/2008,10.11,Natural Gas Price
04/15/2008,10.16,Natural Gas Price
04/14/2008,10.03,Natural Gas Price
04/11/2008,10.07,Natural Gas Price
04/10/2008,10.18,Natural Gas Price
04/09/2008,9.88,Natural Gas Price
04/08/2008,9.78,Natural Gas Price
04/07/2008,9.48,Natural Gas Price
04/04/2008,9.36,Natural Gas Price
04/03/2008,9.68,Natural Gas Price
04/02/2008,9.6,Natural Gas Price
04/01/2008,9.92,Natural Gas Price
03/31/2008,9.86,Natural Gas Price
03/28/2008,9.36,Natural Gas Price
03/27/2008,9.3,Natural Gas Price
03/26/2008,9.25,Natural Gas Price
03/25/2008,9.28,Natural Gas Price
03/24/2008,8.99,Natural Gas Price
03/20/2008,8.54,Natural Gas Price
03/19/2008,9.11,Natural Gas Price
03/18/2008,9.1,Natural Gas Price
03/17/2008,9.59,Natural Gas Price
03/14/2008,9.84,Natural Gas Price
03/13/2008,9.74,Natural Gas Price
03/12/2008,9.69,Natural Gas Price
03/11/2008,9.85,Natural Gas Price
03/10/2008,9.59,Natural Gas Price
03/07/2008,9.82,Natural Gas Price
03/06/2008,9.7,Natural Gas Price
03/05/2008,9.37,Natural Gas Price
03/04/2008,9.21,Natural Gas Price
03/03/2008,9.07,Natural Gas Price
02/29/2008,9.1,Natural Gas Price
02/28/2008,9.11,Natural Gas Price
02/27/2008,9.21,Natural Gas Price
02/26/2008,9.21,Natural Gas Price
02/25/2008,9.15,Natural Gas Price
02/22/2008,8.65,Natural Gas Price
02/21/2008,8.9,Natural Gas Price
02/20/2008,9.08,Natural Gas Price
02/19/2008,8.91,Natural Gas Price
02/15/2008,8.73,Natural Gas Price
02/14/2008,8.5,Natural Gas Price
02/13/2008,8.35,Natural Gas Price
02/12/2008,8.37,Natural Gas Price
02/11/2008,8.38,Natural Gas Price
02/08/2008,8.06,Natural Gas Price
02/07/2008,7.99,Natural Gas Price
02/06/2008,7.94,Natural Gas Price
02/05/2008,7.8,Natural Gas Price
02/04/2008,7.56,Natural Gas Price
02/01/2008,7.88,Natural Gas Price
01/31/2008,8.1,Natural Gas Price
01/30/2008,8.17,Natural Gas Price
01/29/2008,8.1,Natural Gas Price
01/28/2008,7.87,Natural Gas Price
01/25/2008,7.8,Natural Gas Price
01/24/2008,7.85,Natural Gas Price
01/23/2008,7.84,Natural Gas Price
01/22/2008,7.97,Natural Gas Price
01/18/2008,8.42,Natural Gas Price
01/17/2008,8.1,Natural Gas Price
01/16/2008,8.23,Natural Gas Price
01/15/2008,8.43,Natural Gas Price
01/14/2008,8.45,Natural Gas Price
01/11/2008,8.13,Natural Gas Price
01/10/2008,7.96,Natural Gas Price
01/09/2008,7.89,Natural Gas Price
01/08/2008,7.59,Natural Gas Price
01/07/2008,7.61,Natural Gas Price
01/04/2008,7.51,Natural Gas Price
01/03/2008,7.84,Natural Gas Price
01/02/2008,7.83,Natural Gas Price
12/31/2007,7.11,Natural Gas Price
12/28/2007,7.11,Natural Gas Price
12/27/2007,6.8,Natural Gas Price
12/26/2007,6.94,Natural Gas Price
12/24/2007,7.03,Natural Gas Price
12/21/2007,7.03,Natural Gas Price
12/20/2007,7.19,Natural Gas Price
12/19/2007,7.18,Natural Gas Price
12/18/2007,7.16,Natural Gas Price
12/17/2007,7.06,Natural Gas Price
12/14/2007,7.09,Natural Gas Price
12/13/2007,7.46,Natural Gas Price
12/12/2007,7.22,Natural Gas Price
12/11/2007,7.12,Natural Gas Price
12/10/2007,6.98,Natural Gas Price
12/7/2007,7.04,Natural Gas Price
12/6/2007,7.29,Natural Gas Price
12/5/2007,7.04,Natural Gas Price
12/4/2007,7.27,Natural Gas Price
12/3/2007,6.97,Natural Gas Price
11/30/2007,7.29,Natural Gas Price
11/29/2007,7.45,Natural Gas Price
11/28/2007,7.51,Natural Gas Price
11/27/2007,7.42,Natural Gas Price
11/26/2007,7.53,Natural Gas Price
11/23/2007,6.67,Natural Gas Price
11/21/2007,6.67,Natural Gas Price
11/20/2007,6.81,Natural Gas Price
11/19/2007,7.38,Natural Gas Price
11/16/2007,7.29,Natural Gas Price
11/15/2007,7.35,Natural Gas Price
11/14/2007,7.28,Natural Gas Price
11/13/2007,7.22,Natural Gas Price
11/12/2007,6.83,Natural Gas Price
11/9/2007,6.59,Natural Gas Price
11/8/2007,6.81,Natural Gas Price
11/7/2007,7.42,Natural Gas Price
11/6/2007,7.2,Natural Gas Price
11/5/2007,6.71,Natural Gas Price
11/2/2007,6.63,Natural Gas Price
11/1/2007,7.09,Natural Gas Price
10/31/2007,7.28,Natural Gas Price
10/30/2007,6.99,Natural Gas Price
10/29/2007,6.66,Natural Gas Price
10/26/2007,6.43,Natural Gas Price
10/25/2007,6.49,Natural Gas Price
10/24/2007,6.11,Natural Gas Price
10/23/2007,6.3,Natural Gas Price
10/22/2007,6.63,Natural Gas Price
10/19/2007,6.91,Natural Gas Price
10/18/2007,7.11,Natural Gas Price
10/17/2007,7.12,Natural Gas Price
10/16/2007,7.29,Natural Gas Price
10/15/2007,7.09,Natural Gas Price
10/12/2007,6.46,Natural Gas Price
10/11/2007,6.85,Natural Gas Price
10/10/2007,6.79,Natural Gas Price
10/9/2007,6.63,Natural Gas Price
10/8/2007,6.69,Natural Gas Price
10/5/2007,6.77,Natural Gas Price
10/4/2007,6.91,Natural Gas Price
10/3/2007,6.96,Natural Gas Price
10/2/2007,6.55,Natural Gas Price
10/1/2007,6.07,Natural Gas Price
09/28/2007,6.15,Natural Gas Price
09/27/2007,6.38,Natural Gas Price
09/26/2007,6.47,Natural Gas Price
09/25/2007,6.54,Natural Gas Price
09/24/2007,6.12,Natural Gas Price
09/21/2007,5.96,Natural Gas Price
09/20/2007,6.02,Natural Gas Price
09/19/2007,6.25,Natural Gas Price
09/18/2007,6.42,Natural Gas Price
09/17/2007,6.38,Natural Gas Price
09/14/2007,6.23,Natural Gas Price
09/13/2007,6.27,Natural Gas Price
09/12/2007,6.13,Natural Gas Price
09/11/2007,5.98,Natural Gas Price
09/10/2007,5.56,Natural Gas Price
09/07/2007,5.53,Natural Gas Price
09/06/2007,6.02,Natural Gas Price
09/05/2007,5.8,Natural Gas Price
09/04/2007,5.3,Natural Gas Price
08/31/2007,5.49,Natural Gas Price
08/30/2007,5.54,Natural Gas Price
08/29/2007,5.64,Natural Gas Price
08/28/2007,5.56,Natural Gas Price
08/27/2007,5.34,Natural Gas Price
08/24/2007,5.69,Natural Gas Price
08/23/2007,5.73,Natural Gas Price
08/22/2007,5.84,Natural Gas Price
08/21/2007,5.92,Natural Gas Price
08/20/2007,6.47,Natural Gas Price
08/17/2007,7.14,Natural Gas Price
08/16/2007,6.96,Natural Gas Price
08/15/2007,7.3,Natural Gas Price
08/14/2007,6.86,Natural Gas Price
08/13/2007,7.15,Natural Gas Price
08/10/2007,6.57,Natural Gas Price
08/09/2007,6.45,Natural Gas Price
08/08/2007,6.24,Natural Gas Price
08/07/2007,6.38,Natural Gas Price
08/06/2007,6.1,Natural Gas Price
08/03/2007,6.11,Natural Gas Price
08/02/2007,6.34,Natural Gas Price
08/01/2007,6.19,Natural Gas Price
07/31/2007,6.53,Natural Gas Price
07/30/2007,6.31,Natural Gas Price
07/27/2007,5.77,Natural Gas Price
07/26/2007,5.83,Natural Gas Price
07/25/2007,5.56,Natural Gas Price
07/24/2007,5.66,Natural Gas Price
07/23/2007,6,Natural Gas Price
07/20/2007,6.46,Natural Gas Price
07/19/2007,6.5,Natural Gas Price
07/18/2007,6.23,Natural Gas Price
07/17/2007,6.34,Natural Gas Price
07/16/2007,6.32,Natural Gas Price
07/13/2007,6.27,Natural Gas Price
07/12/2007,6.26,Natural Gas Price
07/11/2007,6.66,Natural Gas Price
07/10/2007,6.44,Natural Gas Price
07/09/2007,6.39,Natural Gas Price
07/06/2007,6.15,Natural Gas Price
07/05/2007,6.3,Natural Gas Price
07/03/2007,6.37,Natural Gas Price
07/02/2007,6.24,Natural Gas Price
06/29/2007,6.4,Natural Gas Price
06/28/2007,6.79,Natural Gas Price
06/27/2007,6.74,Natural Gas Price
06/26/2007,6.85,Natural Gas Price
06/25/2007,6.77,Natural Gas Price
06/22/2007,7.04,Natural Gas Price
06/21/2007,7.24,Natural Gas Price
06/20/2007,7.39,Natural Gas Price
06/19/2007,7.46,Natural Gas Price
06/18/2007,7.69,Natural Gas Price
06/15/2007,7.58,Natural Gas Price
06/14/2007,7.48,Natural Gas Price
06/13/2007,7.6,Natural Gas Price
06/12/2007,7.45,Natural Gas Price
06/11/2007,7.42,Natural Gas Price
06/08/2007,7.52,Natural Gas Price
06/07/2007,7.89,Natural Gas Price
06/06/2007,7.83,Natural Gas Price
06/05/2007,7.83,Natural Gas Price
06/04/2007,7.73,Natural Gas Price
06/01/2007,7.57,Natural Gas Price
05/31/2007,7.8,Natural Gas Price
05/30/2007,7.71,Natural Gas Price
05/29/2007,7.51,Natural Gas Price
05/25/2007,7.47,Natural Gas Price
05/24/2007,7.56,Natural Gas Price
05/23/2007,7.51,Natural Gas Price
05/22/2007,7.6,Natural Gas Price
05/21/2007,7.66,Natural Gas Price
05/18/2007,7.87,Natural Gas Price
05/17/2007,7.69,Natural Gas Price
05/16/2007,7.62,Natural Gas Price
05/15/2007,7.68,Natural Gas Price
05/14/2007,7.85,Natural Gas Price
05/11/2007,7.53,Natural Gas Price
05/10/2007,7.63,Natural Gas Price
05/09/2007,7.46,Natural Gas Price
05/08/2007,7.5,Natural Gas Price
05/07/2007,7.69,Natural Gas Price
05/04/2007,7.82,Natural Gas Price
05/03/2007,7.58,Natural Gas Price
05/02/2007,7.64,Natural Gas Price
05/01/2007,7.64,Natural Gas Price
04/30/2007,7.71,Natural Gas Price
04/27/2007,7.44,Natural Gas Price
04/26/2007,7.56,Natural Gas Price
04/25/2007,7.6,Natural Gas Price
04/24/2007,7.57,Natural Gas Price
04/23/2007,7.24,Natural Gas Price
04/20/2007,7.32,Natural Gas Price
04/19/2007,7.54,Natural Gas Price
04/18/2007,7.54,Natural Gas Price
04/17/2007,7.5,Natural Gas Price
04/16/2007,7.66,Natural Gas Price
