datetime,stream_height,source
10/4/24 2:30,3.09,Nolichucky River (Embreeville)
10/4/24 2:45,3.08,Nolichucky River (Embreeville)
10/4/24 3:00,3.08,Nolichucky River (Embreeville)
10/4/24 3:15,3.07,Nolichucky River (Embreeville)
10/4/24 3:30,3.05,Nolichucky River (Embreeville)
10/4/24 3:45,3.07,Nolichucky River (Embreeville)
10/4/24 4:00,3.07,Nolichucky River (Embreeville)
10/4/24 4:15,3.08,Nolichucky River (Embreeville)
10/4/24 4:30,3.08,Nolichucky River (Embreeville)
10/4/24 4:45,3.07,Nolichucky River (Embreeville)
10/4/24 5:00,3.06,Nolichucky River (Embreeville)
10/4/24 5:15,3.07,Nolichucky River (Embreeville)
10/4/24 5:30,3.08,Nolichucky River (Embreeville)
10/4/24 5:45,3.07,Nolichucky River (Embreeville)
10/4/24 6:00,3.06,Nolichucky River (Embreeville)
10/4/24 6:15,3.07,Nolichucky River (Embreeville)
10/4/24 6:30,3.06,Nolichucky River (Embreeville)
10/4/24 6:45,3.06,Nolichucky River (Embreeville)
10/4/24 7:00,3.06,Nolichucky River (Embreeville)
10/4/24 7:15,3.04,Nolichucky River (Embreeville)
10/4/24 7:30,3.06,Nolichucky River (Embreeville)
10/4/24 7:45,3.04,Nolichucky River (Embreeville)
10/4/24 8:00,3.04,Nolichucky River (Embreeville)
10/4/24 8:15,3.03,Nolichucky River (Embreeville)
10/4/24 8:30,3.03,Nolichucky River (Embreeville)
10/4/24 8:45,3.02,Nolichucky River (Embreeville)
10/4/24 9:00,3.04,Nolichucky River (Embreeville)
10/4/24 9:15,3.02,Nolichucky River (Embreeville)
10/4/24 9:30,3.04,Nolichucky River (Embreeville)
10/4/24 9:45,3.02,Nolichucky River (Embreeville)
10/4/24 10:00,3.01,Nolichucky River (Embreeville)
10/4/24 10:15,3.02,Nolichucky River (Embreeville)
10/4/24 10:30,3.02,Nolichucky River (Embreeville)
10/4/24 10:45,3.02,Nolichucky River (Embreeville)
10/4/24 11:00,3.02,Nolichucky River (Embreeville)
10/4/24 11:15,3.02,Nolichucky River (Embreeville)
10/4/24 11:30,3.01,Nolichucky River (Embreeville)
10/4/24 11:45,3.02,Nolichucky River (Embreeville)
10/4/24 12:00,3.01,Nolichucky River (Embreeville)
10/4/24 12:15,3,Nolichucky River (Embreeville)
10/4/24 12:30,3.01,Nolichucky River (Embreeville)
10/4/24 12:45,3,Nolichucky River (Embreeville)
10/4/24 13:00,3,Nolichucky River (Embreeville)
10/4/24 13:15,3,Nolichucky River (Embreeville)
10/4/24 13:30,3,Nolichucky River (Embreeville)
10/4/24 13:45,3.01,Nolichucky River (Embreeville)
10/4/24 14:00,3.01,Nolichucky River (Embreeville)
10/4/24 14:15,3.01,Nolichucky River (Embreeville)
10/4/24 14:30,2.98,Nolichucky River (Embreeville)
10/4/24 14:45,3,Nolichucky River (Embreeville)
10/4/24 15:00,2.99,Nolichucky River (Embreeville)
10/4/24 15:15,3,Nolichucky River (Embreeville)
10/4/24 15:30,2.98,Nolichucky River (Embreeville)
10/4/24 15:45,2.98,Nolichucky River (Embreeville)
10/4/24 16:00,2.97,Nolichucky River (Embreeville)
10/4/24 16:15,2.97,Nolichucky River (Embreeville)
10/4/24 16:30,2.97,Nolichucky River (Embreeville)
10/4/24 16:45,2.97,Nolichucky River (Embreeville)
10/4/24 17:00,2.97,Nolichucky River (Embreeville)
10/4/24 17:15,2.96,Nolichucky River (Embreeville)
10/4/24 17:30,2.96,Nolichucky River (Embreeville)
10/4/24 17:45,2.96,Nolichucky River (Embreeville)
10/4/24 18:00,2.97,Nolichucky River (Embreeville)
10/4/24 18:15,2.95,Nolichucky River (Embreeville)
10/4/24 18:30,2.95,Nolichucky River (Embreeville)
10/4/24 18:45,2.95,Nolichucky River (Embreeville)
10/4/24 19:00,2.97,Nolichucky River (Embreeville)
10/4/24 19:15,2.94,Nolichucky River (Embreeville)
10/4/24 19:30,2.96,Nolichucky River (Embreeville)
10/4/24 19:45,2.96,Nolichucky River (Embreeville)
10/4/24 20:00,2.94,Nolichucky River (Embreeville)
10/4/24 20:15,2.94,Nolichucky River (Embreeville)
10/4/24 20:30,2.93,Nolichucky River (Embreeville)
10/4/24 20:45,2.94,Nolichucky River (Embreeville)
10/4/24 21:00,2.94,Nolichucky River (Embreeville)
10/4/24 21:15,2.93,Nolichucky River (Embreeville)
10/4/24 21:30,2.94,Nolichucky River (Embreeville)
10/4/24 21:45,2.96,Nolichucky River (Embreeville)
10/4/24 22:00,2.94,Nolichucky River (Embreeville)
10/4/24 22:15,2.95,Nolichucky River (Embreeville)
10/4/24 22:30,2.95,Nolichucky River (Embreeville)
10/4/24 22:45,2.93,Nolichucky River (Embreeville)
10/4/24 23:00,2.93,Nolichucky River (Embreeville)
10/4/24 23:15,2.93,Nolichucky River (Embreeville)
10/4/24 23:30,2.91,Nolichucky River (Embreeville)
10/4/24 23:45,2.93,Nolichucky River (Embreeville)
10/5/24 0:00,2.93,Nolichucky River (Embreeville)
10/5/24 0:15,2.91,Nolichucky River (Embreeville)
10/5/24 0:30,2.92,Nolichucky River (Embreeville)
10/5/24 0:45,2.92,Nolichucky River (Embreeville)
10/5/24 1:00,2.9,Nolichucky River (Embreeville)
10/5/24 1:15,2.92,Nolichucky River (Embreeville)
10/5/24 1:30,2.91,Nolichucky River (Embreeville)
10/5/24 1:45,2.89,Nolichucky River (Embreeville)
10/5/24 2:00,2.9,Nolichucky River (Embreeville)
10/5/24 2:15,2.9,Nolichucky River (Embreeville)
10/5/24 2:30,2.92,Nolichucky River (Embreeville)
10/5/24 2:45,2.91,Nolichucky River (Embreeville)
10/5/24 3:00,2.9,Nolichucky River (Embreeville)
10/5/24 3:15,2.89,Nolichucky River (Embreeville)
10/5/24 3:30,2.89,Nolichucky River (Embreeville)
10/5/24 3:45,2.87,Nolichucky River (Embreeville)
10/5/24 4:00,2.89,Nolichucky River (Embreeville)
10/5/24 4:15,2.87,Nolichucky River (Embreeville)
10/5/24 4:30,2.9,Nolichucky River (Embreeville)
10/5/24 4:45,2.87,Nolichucky River (Embreeville)
10/5/24 5:00,2.88,Nolichucky River (Embreeville)
10/5/24 5:15,2.88,Nolichucky River (Embreeville)
10/5/24 5:30,2.88,Nolichucky River (Embreeville)
10/5/24 5:45,2.88,Nolichucky River (Embreeville)
10/5/24 6:00,2.87,Nolichucky River (Embreeville)
10/5/24 6:15,2.87,Nolichucky River (Embreeville)
10/5/24 6:30,2.88,Nolichucky River (Embreeville)
10/5/24 6:45,2.88,Nolichucky River (Embreeville)
10/5/24 7:00,2.88,Nolichucky River (Embreeville)
10/5/24 7:15,2.88,Nolichucky River (Embreeville)
10/5/24 7:30,2.87,Nolichucky River (Embreeville)
10/5/24 7:45,2.88,Nolichucky River (Embreeville)
10/5/24 8:00,2.87,Nolichucky River (Embreeville)
10/5/24 8:15,2.87,Nolichucky River (Embreeville)
10/5/24 8:30,2.87,Nolichucky River (Embreeville)
10/5/24 8:45,2.87,Nolichucky River (Embreeville)
10/5/24 9:00,2.86,Nolichucky River (Embreeville)
10/5/24 9:15,2.87,Nolichucky River (Embreeville)
10/5/24 9:30,2.85,Nolichucky River (Embreeville)
10/5/24 9:45,2.85,Nolichucky River (Embreeville)
10/5/24 10:00,2.85,Nolichucky River (Embreeville)
10/5/24 10:15,2.85,Nolichucky River (Embreeville)
10/5/24 10:30,2.86,Nolichucky River (Embreeville)
10/5/24 10:45,2.86,Nolichucky River (Embreeville)
10/5/24 11:00,2.83,Nolichucky River (Embreeville)
10/5/24 11:15,2.84,Nolichucky River (Embreeville)
10/5/24 11:30,2.83,Nolichucky River (Embreeville)
10/5/24 11:45,2.85,Nolichucky River (Embreeville)
10/5/24 12:00,2.84,Nolichucky River (Embreeville)
10/5/24 12:15,2.85,Nolichucky River (Embreeville)
10/5/24 12:30,2.84,Nolichucky River (Embreeville)
10/5/24 12:45,2.84,Nolichucky River (Embreeville)
10/5/24 13:00,2.83,Nolichucky River (Embreeville)
10/5/24 13:15,2.82,Nolichucky River (Embreeville)
10/5/24 13:30,2.83,Nolichucky River (Embreeville)
10/5/24 13:45,2.82,Nolichucky River (Embreeville)
10/5/24 14:00,2.82,Nolichucky River (Embreeville)
10/5/24 14:15,2.83,Nolichucky River (Embreeville)
10/5/24 14:30,2.84,Nolichucky River (Embreeville)
10/5/24 14:45,2.83,Nolichucky River (Embreeville)
10/5/24 15:00,2.81,Nolichucky River (Embreeville)
10/5/24 15:15,2.81,Nolichucky River (Embreeville)
10/5/24 15:30,2.83,Nolichucky River (Embreeville)
10/5/24 15:45,2.82,Nolichucky River (Embreeville)
10/5/24 16:00,2.82,Nolichucky River (Embreeville)
10/5/24 16:15,2.81,Nolichucky River (Embreeville)
10/5/24 16:30,2.8,Nolichucky River (Embreeville)
10/5/24 16:45,2.8,Nolichucky River (Embreeville)
10/5/24 17:00,2.82,Nolichucky River (Embreeville)
10/5/24 17:15,2.81,Nolichucky River (Embreeville)
10/5/24 17:30,2.81,Nolichucky River (Embreeville)
10/5/24 17:45,2.83,Nolichucky River (Embreeville)
10/5/24 18:00,2.78,Nolichucky River (Embreeville)
10/5/24 18:15,2.8,Nolichucky River (Embreeville)
10/5/24 18:30,2.81,Nolichucky River (Embreeville)
10/5/24 18:45,2.81,Nolichucky River (Embreeville)
10/5/24 19:00,2.8,Nolichucky River (Embreeville)
10/5/24 19:15,2.79,Nolichucky River (Embreeville)
10/5/24 19:30,2.79,Nolichucky River (Embreeville)
10/5/24 19:45,2.77,Nolichucky River (Embreeville)
10/5/24 20:00,2.79,Nolichucky River (Embreeville)
10/5/24 20:15,2.79,Nolichucky River (Embreeville)
10/5/24 20:30,2.77,Nolichucky River (Embreeville)
10/5/24 20:45,2.79,Nolichucky River (Embreeville)
10/5/24 21:00,2.77,Nolichucky River (Embreeville)
10/5/24 21:15,2.78,Nolichucky River (Embreeville)
10/5/24 21:30,2.77,Nolichucky River (Embreeville)
10/5/24 21:45,2.77,Nolichucky River (Embreeville)
10/5/24 22:00,2.76,Nolichucky River (Embreeville)
10/5/24 22:15,2.77,Nolichucky River (Embreeville)
10/5/24 22:30,2.77,Nolichucky River (Embreeville)
10/5/24 22:45,2.78,Nolichucky River (Embreeville)
10/5/24 23:00,2.77,Nolichucky River (Embreeville)
10/5/24 23:15,2.77,Nolichucky River (Embreeville)
10/5/24 23:30,2.77,Nolichucky River (Embreeville)
10/5/24 23:45,2.76,Nolichucky River (Embreeville)
