time,band,x,y,spatial_ref,SM
1950-01-31,1,-122.15000828612875,37.35000765586075,0,70.83333587646484
1950-02-28,1,-122.15000828612875,37.35000765586075,0,91.26344299316406
1950-03-31,1,-122.15000828612875,37.35000765586075,0,90.32257843017578
1950-04-30,1,-122.15000828612875,37.35000765586075,0,83.19892120361328
1950-05-31,1,-122.15000828612875,37.35000765586075,0,74.46236419677734
1950-06-30,1,-122.15000828612875,37.35000765586075,0,59.94623565673828
1950-07-31,1,-122.15000828612875,37.35000765586075,0,48.11827850341797
1950-08-31,1,-122.15000828612875,37.35000765586075,0,35.752689361572266
1950-09-30,1,-122.15000828612875,37.35000765586075,0,22.580644607543945
1950-10-31,1,-122.15000828612875,37.35000765586075,0,16.801074981689453
1950-11-30,1,-122.15000828612875,37.35000765586075,0,16.532258987426758
1950-12-31,1,-122.15000828612875,37.35000765586075,0,34.005374908447266
1951-01-31,1,-122.15000828612875,37.35000765586075,0,53.897850036621094
1951-02-28,1,-122.15000828612875,37.35000765586075,0,89.38172149658203
1951-03-31,1,-122.15000828612875,37.35000765586075,0,91.12903594970703
1951-04-30,1,-122.15000828612875,37.35000765586075,0,83.06451416015625
1951-05-31,1,-122.15000828612875,37.35000765586075,0,71.37096405029297
1951-06-30,1,-122.15000828612875,37.35000765586075,0,58.19892501831055
1951-07-31,1,-122.15000828612875,37.35000765586075,0,47.04301071166992
1951-08-31,1,-122.15000828612875,37.35000765586075,0,35.61827850341797
1951-09-30,1,-122.15000828612875,37.35000765586075,0,22.71505355834961
1951-10-31,1,-122.15000828612875,37.35000765586075,0,11.155914306640625
1951-11-30,1,-122.15000828612875,37.35000765586075,0,20.83333396911621
1951-12-31,1,-122.15000828612875,37.35000765586075,0,50.80644989013672
1952-01-31,1,-122.15000828612875,37.35000765586075,0,64.78494262695312
1952-02-29,1,-122.15000828612875,37.35000765586075,0,80.3763427734375
1952-03-31,1,-122.15000828612875,37.35000765586075,0,82.79570007324219
1952-04-30,1,-122.15000828612875,37.35000765586075,0,78.62903594970703
1952-05-31,1,-122.15000828612875,37.35000765586075,0,67.06989288330078
1952-06-30,1,-122.15000828612875,37.35000765586075,0,54.56989288330078
1952-07-31,1,-122.15000828612875,37.35000765586075,0,42.20429992675781
1952-08-31,1,-122.15000828612875,37.35000765586075,0,28.4946231842041
1952-09-30,1,-122.15000828612875,37.35000765586075,0,13.03763484954834
1952-10-31,1,-122.15000828612875,37.35000765586075,0,11.155914306640625
1952-11-30,1,-122.15000828612875,37.35000765586075,0,21.23655891418457
1952-12-31,1,-122.15000828612875,37.35000765586075,0,40.59139633178711
1953-01-31,1,-122.15000828612875,37.35000765586075,0,75.94085693359375
1953-02-28,1,-122.15000828612875,37.35000765586075,0,90.32257843017578
1953-03-31,1,-122.15000828612875,37.35000765586075,0,87.23118591308594
1953-04-30,1,-122.15000828612875,37.35000765586075,0,81.31720733642578
1953-05-31,1,-122.15000828612875,37.35000765586075,0,68.54838562011719
1953-06-30,1,-122.15000828612875,37.35000765586075,0,55.913978576660156
1953-07-31,1,-122.15000828612875,37.35000765586075,0,43.682796478271484
1953-08-31,1,-122.15000828612875,37.35000765586075,0,31.720430374145508
1953-09-30,1,-122.15000828612875,37.35000765586075,0,18.682796478271484
1953-10-31,1,-122.15000828612875,37.35000765586075,0,11.693548202514648
1953-11-30,1,-122.15000828612875,37.35000765586075,0,15.322580337524414
1953-12-31,1,-122.15000828612875,37.35000765586075,0,47.44623565673828
1954-01-31,1,-122.15000828612875,37.35000765586075,0,75.80644989013672
1954-02-28,1,-122.15000828612875,37.35000765586075,0,86.42472839355469
1954-03-31,1,-122.15000828612875,37.35000765586075,0,86.96236419677734
1954-04-30,1,-122.15000828612875,37.35000765586075,0,81.04838562011719
1954-05-31,1,-122.15000828612875,37.35000765586075,0,69.3548355102539
1954-06-30,1,-122.15000828612875,37.35000765586075,0,55.3763427734375
1954-07-31,1,-122.15000828612875,37.35000765586075,0,43.413978576660156
1954-08-31,1,-122.15000828612875,37.35000765586075,0,30.376344680786133
1954-09-30,1,-122.15000828612875,37.35000765586075,0,15.591398239135742
1954-10-31,1,-122.15000828612875,37.35000765586075,0,11.5591402053833
1954-11-30,1,-122.15000828612875,37.35000765586075,0,28.629032135009766
1954-12-31,1,-122.15000828612875,37.35000765586075,0,56.586021423339844
1955-01-31,1,-122.15000828612875,37.35000765586075,0,70.83333587646484
1955-02-28,1,-122.15000828612875,37.35000765586075,0,91.26344299316406
1955-03-31,1,-122.15000828612875,37.35000765586075,0,90.32257843017578
1955-04-30,1,-122.15000828612875,37.35000765586075,0,83.19892120361328
1955-05-31,1,-122.15000828612875,37.35000765586075,0,74.46236419677734
1955-06-30,1,-122.15000828612875,37.35000765586075,0,59.94623565673828
1955-07-31,1,-122.15000828612875,37.35000765586075,0,48.11827850341797
1955-08-31,1,-122.15000828612875,37.35000765586075,0,35.752689361572266
1955-09-30,1,-122.15000828612875,37.35000765586075,0,22.580644607543945
1955-10-31,1,-122.15000828612875,37.35000765586075,0,16.801074981689453
1955-11-30,1,-122.15000828612875,37.35000765586075,0,16.532258987426758
1955-12-31,1,-122.15000828612875,37.35000765586075,0,34.005374908447266
1956-01-31,1,-122.15000828612875,37.35000765586075,0,53.897850036621094
1956-02-29,1,-122.15000828612875,37.35000765586075,0,89.38172149658203
1956-03-31,1,-122.15000828612875,37.35000765586075,0,91.12903594970703
1956-04-30,1,-122.15000828612875,37.35000765586075,0,83.06451416015625
1956-05-31,1,-122.15000828612875,37.35000765586075,0,71.37096405029297
